conn_#	host_a	host_b	port_a	port_b	first_packet	last_packet	total_packets_a2b	total_packets_b2a	resets_sent_a2b	resets_sent_b2a	ack_pkts_sent_a2b	ack_pkts_sent_b2a	pure_acks_sent_a2b	pure_acks_sent_b2a	sack_pkts_sent_a2b	sack_pkts_sent_b2a	dsack_pkts_sent_a2b	dsack_pkts_sent_b2a	max_sack_blks/ack_a2b	max_sack_blks/ack_b2a	unique_bytes_sent_a2b	unique_bytes_sent_b2a	actual_data_pkts_a2b	actual_data_pkts_b2a	actual_data_bytes_a2b	actual_data_bytes_b2a	rexmt_data_pkts_a2b	rexmt_data_pkts_b2a	rexmt_data_bytes_a2b	rexmt_data_bytes_b2a	zwnd_probe_pkts_a2b	zwnd_probe_pkts_b2a	zwnd_probe_bytes_a2b	zwnd_probe_bytes_b2a	outoforder_pkts_a2b	outoforder_pkts_b2a	pushed_data_pkts_a2b	pushed_data_pkts_b2a	SYN/FIN_pkts_sent_a2b	SYN/FIN_pkts_sent_b2a	req_1323_ws/ts_a2b	req_1323_ws/ts_b2a	adv_wind_scale_a2b	adv_wind_scale_b2a	req_sack_a2b	req_sack_b2a	sacks_sent_a2b	sacks_sent_b2a	urgent_data_pkts_a2b	urgent_data_pkts_b2a	urgent_data_bytes_a2b	urgent_data_bytes_b2a	mss_requested_a2b	mss_requested_b2a	max_segm_size_a2b	max_segm_size_b2a	min_segm_size_a2b	min_segm_size_b2a	avg_segm_size_a2b	avg_segm_size_b2a	max_win_adv_a2b	max_win_adv_b2a	min_win_adv_a2b	min_win_adv_b2a	zero_win_adv_a2b	zero_win_adv_b2a	avg_win_adv_a2b	avg_win_adv_b2a	initial_window_bytes_a2b	initial_window_bytes_b2a	initial_window_pkts_a2b	initial_window_pkts_b2a	ttl_stream_length_a2b	ttl_stream_length_b2a	missed_data_a2b	missed_data_b2a	truncated_data_a2b	truncated_data_b2a	truncated_packets_a2b	truncated_packets_b2a	data_xmit_time_a2b	data_xmit_time_b2a	idletime_max_a2b	idletime_max_b2a	hardware_dups_a2b	hardware_dups_b2a	throughput_a2b	throughput_b2a	RTT_samples_a2b	RTT_samples_b2a	RTT_min_a2b	RTT_min_b2a	RTT_max_a2b	RTT_max_b2a	RTT_avg_a2b	RTT_avg_b2a	RTT_stdev_a2b	RTT_stdev_b2a	RTT_from_3WHS_a2b	RTT_from_3WHS_b2a	RTT_full_sz_smpls_a2b	RTT_full_sz_smpls_b2a	RTT_full_sz_min_a2b	RTT_full_sz_min_b2a	RTT_full_sz_max_a2b	RTT_full_sz_max_b2a	RTT_full_sz_avg_a2b	RTT_full_sz_avg_b2a	RTT full_sz_stdev_a2b	RTT_full_sz_stdev_b2a	post-loss_acks_a2b	post-loss_acks_b2a	ambiguous_acks_a2b	ambiguous_acks_b2a	RTT_min_(last)_a2b	RTT_min_(last)_b2a	RTT_max_(last)_a2b	RTT_max_(last)_b2a	RTT_avg_(last)_a2b	RTT_avg_(last)_b2a	RTT_sdv_(last)_a2b	RTT_sdv_(last)_b2a	segs_cum_acked_a2b	segs_cum_acked_b2a	duplicate_acks_a2b	duplicate_acks_b2a	triple_dupacks_a2b	triple_dupacks_b2a	max_#_retrans_a2b	max_#_retrans_b2a	min_retr_time_a2b	min_retr_time_b2a	max_retr_time_a2b	max_retr_time_b2a	avg_retr_time_a2b	avg_retr_time_b2a	sdv_retr_time_a2b	sdv_retr_time_b2a	time_namelookup	time_connect	time_appconnect	time_pretransfer	time_starttransfer	time_total	initcwnd	delay	bandwidth	max_queue_size	request_size
1	10.0.0.1	10.0.0.2	52628	80	1452622085.728881	1452622085.769884	9	7	0	0	8	7	6	1	0	0	0	0	0	0	395	8432	1	4	395	8432	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	395	2896	395	1192	394	2107	46592	32256	29696	32256	0	0	39936	32256	395	2896	1	1	395	8432	0	0	0	0	0	0	0.000	0.029	12.2	12.2	0	0	9633	205643	3	6	2.6	0.5	4.4	0.6	3.2	0.5	1.0	0.0	2.6	0.6	2	2	2.6	0.5	4.4	0.6	3.5	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.039	5	1	2	1000	8
1	10.0.0.1	10.0.0.2	52634	80	1452622087.293582	1452622087.369096	11	9	0	0	10	9	8	1	0	0	0	0	0	0	396	16625	1	6	396	16625	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	396	4344	396	697	395	2770	64000	32256	29696	32256	0	0	48588	32256	396	2896	1	1	396	16625	0	0	0	0	0	0	0.000	0.066	18.2	18.2	0	0	5244	220158	3	8	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.6	2	2	2.6	0.5	2.6	0.6	2.6	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.076	5	1	2	1000	16
1	10.0.0.1	10.0.0.2	52640	80	1452622088.927688	1452622089.71530	16	14	0	0	15	14	13	1	0	0	0	0	0	0	396	33009	1	11	396	33009	0	0	0	0	0	0	0	0	0	0	1	2	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	396	4344	396	1448	395	3000	95232	32256	29696	32256	0	0	64853	32256	396	2896	1	1	396	33009	0	0	0	0	0	0	0.000	0.126	18.2	18.2	0	0	2753	229481	3	13	2.6	0.5	10.3	0.6	5.2	0.5	4.4	0.0	2.7	0.6	2	2	2.7	0.6	10.3	0.6	6.5	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.136	5	1	2	1000	32
1	10.0.0.1	10.0.0.2	52646	80	1452622090.619250	1452622090.900686	28	26	0	0	27	26	25	1	0	0	0	0	0	0	396	65778	1	23	396	65778	0	0	0	0	0	0	0	0	0	0	1	3	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	396	4344	396	618	395	2859	162816	32256	29696	32256	0	0	100389	32256	396	2896	1	1	396	65778	0	0	0	0	0	0	0.000	0.272	18.2	18.2	0	0	1407	233723	3	25	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.5	2	2	2.6	0.5	2.6	0.5	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.281	5	1	2	1000	64
1	10.0.0.1	10.0.0.2	52652	80	1452622092.450000	1452622093.5307	50	48	0	0	49	48	47	1	0	0	0	0	0	0	397	131315	1	45	397	131315	0	0	0	0	0	0	0	0	0	0	1	4	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	397	4344	397	1448	396	2918	201728	32256	29696	32256	0	0	140183	32256	397	2896	1	1	397	131315	0	0	0	0	0	0	0.000	0.539	18.2	18.2	0	0	715	236473	3	47	2.6	0.5	9.7	0.6	5.0	0.5	4.1	0.0	2.6	0.6	2	2	2.6	0.6	9.7	0.6	6.2	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.548	5	1	2	1000	128
1	10.0.0.1	10.0.0.2	52658	80	1452622094.549985	1452622095.653573	95	95	0	0	94	95	92	1	0	0	0	0	0	0	397	262387	1	92	397	262387	0	0	0	0	0	0	0	0	0	0	1	4	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	397	4344	397	1448	396	2852	254976	32256	29696	32256	0	0	193808	32256	397	2896	1	1	397	262387	0	0	0	0	0	0	0.000	1.090	18.2	18.2	0	0	360	237758	3	92	2.6	0.5	6.9	0.6	4.0	0.5	2.5	0.0	2.6	0.5	2	2	2.6	0.5	6.9	0.6	4.8	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	1.099	5	1	2	1000	256
1	10.0.0.1	10.0.0.2	52664	80	1452622097.179418	1452622099.381932	184	188	0	0	183	188	181	1	0	0	0	0	0	0	397	524531	1	185	397	524531	0	0	0	0	0	0	0	0	0	0	1	5	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	397	4344	397	355	396	2835	254976	32256	29696	32256	0	0	223556	32256	397	2896	1	1	397	524531	0	0	0	0	0	0	0.000	2.193	18.2	18.2	0	0	180	238151	3	181	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.5	2	2	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	6	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	2.203	5	1	2	1000	512
1	10.0.0.1	10.0.0.2	52670	80	1452622100.888550	1452622105.283268	361	373	0	0	360	373	358	1	0	0	0	0	0	0	398	1048821	1	370	398	1048821	0	0	0	0	0	0	0	0	0	0	1	8	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	4344	398	469	397	2834	243712	32256	29696	32256	0	0	229979	32256	398	2896	1	1	398	1048821	0	0	0	0	0	0	0.000	4.385	18.2	18.2	0	0	91	238655	3	358	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.6	2	2	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	14	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	4.395	5	1	2	1000	1024
1	10.0.0.1	10.0.0.2	52676	80	1452622106.838514	1452622115.618089	718	743	0	0	717	743	715	1	0	0	0	0	0	0	398	2097397	1	740	398	2097397	0	0	0	0	0	0	0	0	0	0	1	12	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	4344	398	693	397	2834	579584	32256	29696	32256	0	0	270227	32256	398	2896	1	1	398	2097397	0	0	0	0	0	0	0.000	8.770	18.5	18.2	0	0	45	238895	3	715	2.6	0.5	2.6	0.6	2.6	0.5	0.1	0.0	2.6	0.6	2	2	2.6	0.6	2.6	0.6	2.6	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	27	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.007	0.010	8.780	5	1	2	1000	2048
1	10.0.0.1	10.0.0.2	52682	80	1452622117.166476	1452622134.717005	1437	1482	0	0	1436	1482	1434	1	0	0	0	0	0	0	398	4194549	1	1479	398	4194549	0	0	0	0	0	0	0	0	0	0	1	16	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	5792	398	1141	397	2836	2024448	32256	29696	32256	0	0	804883	32256	398	2896	1	1	398	4194549	0	0	0	0	0	0	0.000	17.539	24.3	24.3	0	0	23	238998	3	1434	2.6	0.5	4.1	0.6	3.1	0.5	0.9	0.0	2.6	0.5	2	2	2.6	0.5	4.1	0.5	3.4	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	47	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	17.549	5	1	2	1000	4096
1	10.0.0.1	10.0.0.2	52688	80	1452622136.263184	1452622171.356077	2886	2963	0	0	2885	2963	2883	1	0	0	0	0	0	0	398	8388853	1	2960	398	8388853	0	0	0	0	0	0	0	0	0	0	1	19	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	5792	398	1448	397	2834	6757888	32256	29696	32256	0	0	2785083	32256	398	2896	1	1	398	8388853	0	0	0	0	0	0	0.000	35.078	24.2	24.2	0	0	11	239047	3	2883	2.6	0.5	8.0	0.6	4.4	0.5	3.1	0.0	2.6	0.6	2	2	2.6	0.6	8.0	0.6	5.3	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	79	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	35.087	5	1	2	1000	8192
1	10.0.0.1	10.0.0.2	52706	80	1452622172.901445	1452622243.79873	5326	6092	0	0	5325	6092	5323	1	0	0	0	0	0	0	399	16777463	1	6089	399	16777463	0	0	0	0	0	0	0	0	0	0	1	22	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	399	4344	399	1448	398	2755	8388608	32256	29696	32256	0	0	5004385	32256	399	2896	1	1	399	16777463	0	0	0	0	0	0	0.000	70.162	8102.9	18.2	0	0	6	239069	3	5323	2.6	0.5	9.5	2059.6	4.9	38.6	3.9	218.7	2.6	0.6	2	2	2.6	0.5	9.5	0.6	6.0	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	768	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	70.172	5	1	2	1000	16384
1	10.0.0.1	10.0.0.2	52720	80	1452622244.607629	1452622244.617248	6	4	0	0	5	4	3	1	0	0	0	0	0	0	395	1263	1	1	395	1263	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	395	1263	395	1263	394	1261	32256	32256	29696	32256	0	0	31232	32256	395	1263	1	1	395	1263	0	0	0	0	0	0	0.000	0.000	3.2	3.2	0	0	41065	131303	3	3	2.6	0.5	2.6	0.5	2.6	0.5	0.0	0.0	2.6	0.5	2	2	2.6	0.5	2.6	0.5	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.010	5	1	5	1000	1
1	10.0.0.1	10.0.0.2	52726	80	1452622246.146211	1452622246.155879	6	4	0	0	5	4	3	1	0	0	0	0	0	0	395	2287	1	1	395	2287	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	395	2287	395	2287	394	2284	33792	32256	29696	32256	0	0	32153	32256	395	2287	1	1	395	2287	0	0	0	0	0	0	0.000	0.000	3.2	3.2	0	0	40856	236554	3	3	2.6	0.5	2.7	0.6	2.6	0.5	0.0	0.0	2.7	0.6	2	2	2.6	0.5	2.7	0.6	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.010	5	1	5	1000	2
1	10.0.0.1	10.0.0.2	52732	80	1452622247.687281	1452622247.700906	7	5	0	0	6	5	4	1	0	0	0	0	0	0	395	4336	1	2	395	4336	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	395	2896	395	1440	394	2166	37888	32256	29696	32256	0	0	34730	32256	395	2896	1	1	395	4336	0	0	0	0	0	0	0.000	0.004	3.9	3.9	0	0	28991	318239	3	4	2.6	0.5	2.6	0.5	2.6	0.5	0.0	0.0	2.6	0.5	2	2	2.6	0.5	2.6	0.5	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.014	5	1	5	1000	4
1	10.0.0.1	10.0.0.2	52738	80	1452622249.239052	1452622249.259733	9	7	0	0	8	7	6	1	0	0	0	0	0	0	395	8432	1	4	395	8432	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	395	2896	395	1192	394	2107	46592	32256	29696	32256	0	0	39936	32256	395	2896	1	1	395	8432	0	0	0	0	0	0	0.000	0.011	4.9	4.9	0	0	19100	407717	3	6	2.6	0.5	2.6	0.5	2.6	0.5	0.0	0.0	2.6	0.5	2	2	2.6	0.5	2.6	0.5	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.021	5	1	5	1000	8
1	10.0.0.1	10.0.0.2	52744	80	1452622250.811218	1452622250.844613	10	8	0	0	9	8	7	1	0	0	0	0	0	0	396	16625	1	5	396	16625	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	396	5041	396	1448	395	3324	62464	32256	29696	32256	0	0	46648	32256	396	2896	1	1	396	16625	0	0	0	0	0	0	0.000	0.018	8.4	8.5	0	0	11858	497829	3	7	2.6	0.5	7.9	0.6	4.4	0.5	3.0	0.0	2.7	0.5	2	2	2.7	0.5	7.9	0.6	5.3	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.007	0.010	0.028	5	1	5	1000	16
1	10.0.0.1	10.0.0.2	52750	80	1452622252.376826	1452622252.437626	13	11	0	0	12	11	10	1	0	0	0	0	0	0	396	33009	1	8	396	33009	0	0	0	0	0	0	0	0	0	0	1	2	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	396	5792	396	1448	395	4125	95232	32256	29696	32256	0	0	61610	32256	396	2896	1	1	396	33009	0	0	0	0	0	0	0.000	0.045	9.7	9.7	0	0	6513	542911	3	10	2.6	0.5	8.6	0.6	4.6	0.5	3.4	0.0	2.7	0.6	2	2	2.7	0.5	8.6	0.6	5.6	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.007	0.000	0.007	0.010	0.055	5	1	5	1000	32
1	10.0.0.1	10.0.0.2	52756	80	1452622253.949800	1452622254.67501	18	16	0	0	17	16	15	1	0	0	0	0	0	0	396	65778	1	13	396	65778	0	0	0	0	0	0	0	0	0	0	1	3	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	396	8688	396	618	395	5059	162816	32256	29696	32256	0	0	94208	32256	396	2896	1	1	396	65778	0	0	0	0	0	0	0.000	0.108	14.5	14.5	0	0	3364	558857	3	15	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.6	2	2	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.118	5	1	5	1000	64
1	10.0.0.1	10.0.0.2	52762	80	1452622255.596457	1452622255.821707	30	28	0	0	29	28	27	1	0	0	0	0	0	0	397	131315	1	25	397	131315	0	0	0	0	0	0	0	0	0	0	1	3	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	397	8688	397	1448	396	5252	184832	32256	29696	32256	0	0	133455	32256	397	2896	1	1	397	131315	0	0	0	0	0	0	0.000	0.215	14.5	14.5	0	0	1762	582974	3	27	2.6	0.5	3.5	0.6	2.9	0.5	0.5	0.0	2.6	0.5	2	2	2.6	0.5	3.5	0.6	3.1	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.224	5	1	5	1000	128
1	10.0.0.1	10.0.0.2	52768	80	1452622257.362277	1452622257.807101	83	82	0	0	82	82	80	1	0	0	0	0	0	0	397	262387	1	79	397	262387	0	0	0	0	0	0	0	0	0	0	1	3	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	397	5792	397	1448	396	3321	350720	32256	29696	32256	0	0	199879	32256	397	2896	1	1	397	262387	0	0	0	0	0	0	0.000	0.435	9.8	9.8	0	0	892	589867	3	80	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.5	2	2	2.6	0.5	2.6	0.5	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.445	5	1	5	1000	256
1	10.0.0.1	10.0.0.2	52774	80	1452622259.339073	1452622260.225006	172	175	0	0	171	175	169	1	0	0	0	0	0	0	397	524531	1	172	397	524531	0	0	0	0	0	0	0	0	0	0	1	4	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	397	5792	397	355	396	3049	376832	32256	29696	32256	0	0	290917	32256	397	2896	1	1	397	524531	0	0	0	0	0	0	0.000	0.876	9.8	9.7	0	0	448	592066	3	169	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.5	2	2	2.6	0.5	2.6	0.5	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	5	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.886	5	1	5	1000	512
1	10.0.0.1	10.0.0.2	52780	80	1452622261.770193	1452622263.533035	349	360	0	0	348	360	346	1	0	0	0	0	0	0	398	1048821	1	357	398	1048821	0	0	0	0	0	0	0	0	0	0	1	6	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	5792	398	469	397	2937	394240	32256	29696	32256	0	0	345558	32256	398	2896	1	1	398	1048821	0	0	0	0	0	0	0.000	1.753	9.7	9.7	0	0	226	594960	3	346	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.6	2	2	2.6	0.6	2.6	0.6	2.6	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	13	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	1.763	5	1	5	1000	1024
1	10.0.0.1	10.0.0.2	52786	80	1452622265.68697	1452622268.585713	703	730	0	0	702	730	700	1	0	0	0	0	0	0	398	2097397	1	727	398	2097397	0	0	0	0	0	0	0	0	0	0	1	9	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	5792	398	693	397	2884	385536	32256	29696	32256	0	0	347630	32256	398	2896	1	1	398	2097397	0	0	0	0	0	0	0.000	3.507	9.8	9.8	0	0	113	596357	3	700	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.5	2	2	2.6	0.5	2.6	0.5	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	29	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	3.517	5	1	5	1000	2048
1	10.0.0.1	10.0.0.2	52792	80	1452622270.115833	1452622277.140649	1413	1471	0	0	1412	1471	1410	1	0	0	0	0	0	0	398	4194549	1	1468	398	4194549	0	0	0	0	0	0	0	0	0	0	1	14	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	5792	398	1141	397	2857	585216	32256	29696	32256	0	0	422312	32256	398	2896	1	1	398	4194549	0	0	0	0	0	0	0.000	7.015	9.8	9.7	0	0	57	597104	3	1410	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.5	2	2	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	60	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	7.025	5	1	5	1000	4096
1	10.0.0.1	10.0.0.2	52798	80	1452622278.654798	1452622292.697427	2839	2951	0	0	2838	2951	2836	1	0	0	0	0	0	0	398	8388853	1	2948	398	8388853	0	0	0	0	0	0	0	0	0	0	1	20	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	5792	398	589	397	2845	2314240	32256	29696	32256	0	0	736506	32256	398	2896	1	1	398	8388853	0	0	0	0	0	0	0.000	14.033	9.7	9.7	0	0	28	597385	3	2836	2.6	0.5	2.7	1.1	2.6	0.5	0.0	0.0	2.6	0.5	2	2	2.6	0.5	2.6	0.5	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	114	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	14.043	5	1	5	1000	8192
1	10.0.0.1	10.0.0.2	52804	80	1452622294.226086	1452622322.299868	5809	6208	0	0	5808	6208	5806	1	0	0	0	0	0	0	399	16777463	1	6205	399	16777463	0	0	0	0	0	0	0	0	0	0	1	24	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	399	5792	399	1448	398	2703	8388608	32256	29696	32256	0	0	3039415	32256	399	2896	1	1	399	16777463	0	0	0	0	0	0	0.000	28.063	9.8	9.7	0	0	14	597620	3	5806	2.6	0.5	3.4	0.6	2.9	0.5	0.4	0.0	2.6	0.5	2	2	2.6	0.5	3.4	0.5	3.0	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	401	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	28.073	5	1	5	1000	16384
